filepath,theta,phi,turbidity,exposure,elevation,fov
D://360 google/dashcam_illumination/train/CpSlXM9oBXMtEQoHwzh7Vg_F.png,-167.04318055036964,38.99383684147389,3.500000,0.029482,-5.17,75.82
D://360 google/dashcam_illumination/train/CpSlXM9oBXMtEQoHwzh7Vg_B.png,12.956819449630359,52.903836841473904,3.500000,0.029482,8.74,87.77
D://360 google/dashcam_illumination/train/CPxnMiZUszw6nRdmOFzPvA_F.png,150.57781488864225,33.375425354120566,3.500000,0.027546,-1.41,74.58
D://360 google/dashcam_illumination/train/CPxnMiZUszw6nRdmOFzPvA_B.png,-29.42218511135777,35.295425354120574,3.500000,0.027546,0.51,61.64
D://360 google/dashcam_illumination/train/CQCs13p1atVV9K4iboatMw_F.png,-123.93766455967048,62.26800423458305,4.500000,0.034498,-2.37,95.47
D://360 google/dashcam_illumination/train/CQCs13p1atVV9K4iboatMw_B.png,56.06233544032952,63.54800423458304,4.500000,0.034498,-1.09,81.23
D://360 google/dashcam_illumination/train/CqE-iU3mpKfe3jGRN1UMMQ_F.png,-108.10342399806724,43.77898507057958,4.000000,0.035352,-9.79,96.8
D://360 google/dashcam_illumination/train/CqE-iU3mpKfe3jGRN1UMMQ_B.png,71.89657600193276,44.94898507057959,4.000000,0.035352,-8.62,74.66
D://360 google/dashcam_illumination/train/cQeOXB_6vEC18XTICPMP_Q_F.png,-55.74996487116415,78.82918158306134,4.000000,0.032562,-8.96,93.1
D://360 google/dashcam_illumination/train/cQeOXB_6vEC18XTICPMP_Q_B.png,-55.74996487116413,82.27081841693858,4.000000,0.032562,9.94,96.34
D://360 google/dashcam_illumination/train/cQepbCV3nfABer9gxTHM7w_F.png,-14.775959755287229,88.52470482076647,4.000000,0.030857,5.52,97.8
D://360 google/dashcam_illumination/train/cQepbCV3nfABer9gxTHM7w_B.png,165.22404024471274,80.45470482076641,4.000000,0.030857,-2.55,98.75
D://360 google/dashcam_illumination/train/cqGVDdSAdfbtuChEYB9Vog_F.png,88.2880306993575,49.27904860111781,4.000000,0.024635,-4.18,65.01
D://360 google/dashcam_illumination/train/cqGVDdSAdfbtuChEYB9Vog_B.png,-91.71196930064251,63.189048601117825,4.000000,0.024635,9.73,72.79
D://360 google/dashcam_illumination/train/cQKXPBuB0zOWesV4jGuJLQ_F.png,134.0737401898012,74.26848480435785,4.500000,0.027475,4.79,71.01
D://360 google/dashcam_illumination/train/cQKXPBuB0zOWesV4jGuJLQ_B.png,-45.92625981019879,68.10848480435786,4.500000,0.027475,-1.37,90.15
D://360 google/dashcam_illumination/train/CQpIoWuQ3a76olSGEkrsSA_F.png,-49.61673903184006,83.1847456464465,4.000000,0.025841,-4.6,95.11
D://360 google/dashcam_illumination/train/CQpIoWuQ3a76olSGEkrsSA_B.png,130.38326096815993,85.1647456464464,4.000000,0.025841,-2.62,68.54
D://360 google/dashcam_illumination/train/CqRCm25rCxawNcFNBYISdQ_F.png,-2.926463263825865,69.47217517419656,4.500000,0.031842,-6.86,70.68
D://360 google/dashcam_illumination/train/CqRCm25rCxawNcFNBYISdQ_B.png,177.07353673617416,83.85217517419659,4.500000,0.031842,7.52,89.39
D://360 google/dashcam_illumination/train/CqsQVmav2zuB7Q-vtmQyXg_F.png,48.246818776970876,60.328098803003684,4.000000,0.034825,2.21,66.8
D://360 google/dashcam_illumination/train/CqsQVmav2zuB7Q-vtmQyXg_B.png,-131.75318122302915,57.46809880300368,4.000000,0.034825,-0.65,99.44
D://360 google/dashcam_illumination/train/cqugq6L4oUyLKSGyMLlEJA_F.png,153.15551293302892,44.88399764074189,3.500000,0.030744,5.38,87.19
D://360 google/dashcam_illumination/train/cqugq6L4oUyLKSGyMLlEJA_B.png,-26.844487066971112,32.74399764074189,3.500000,0.030744,-6.76,84.29
D://360 google/dashcam_illumination/train/cQvI6BMAz69rt6-GrR_hIw_F.png,84.00219893994999,74.07706839914171,4.000000,0.032276,-4.59,85.94
D://360 google/dashcam_illumination/train/cQvI6BMAz69rt6-GrR_hIw_B.png,-95.99780106005004,74.91706839914173,4.000000,0.032276,-3.75,65.67
D://360 google/dashcam_illumination/train/Cqvs6Izt85z41wDEs0mHOA_F.png,-90.95835874320778,31.44993992667521,2.500000,0.047727,-2.34,66.68
D://360 google/dashcam_illumination/train/Cqvs6Izt85z41wDEs0mHOA_B.png,89.04164125679223,35.9499399266752,2.500000,0.047727,2.16,94.56
D://360 google/dashcam_illumination/train/cqWDaOVOLa3lrCQK5MjXuA_F.png,23.407891377226182,34.73161240969613,2.500000,0.028407,4.04,87.04
D://360 google/dashcam_illumination/train/cqWDaOVOLa3lrCQK5MjXuA_B.png,-156.59210862277385,38.47161240969614,2.500000,0.028407,7.78,96.51
D://360 google/dashcam_illumination/train/cQwzWfN6wwrV92IM_fEFEw_F.png,57.30777407489653,69.52984799627339,4.000000,0.035071,-5.3,71.22
D://360 google/dashcam_illumination/train/cQwzWfN6wwrV92IM_fEFEw_B.png,-122.69222592510351,65.28984799627341,4.000000,0.035071,-9.54,92.39
D://360 google/dashcam_illumination/train/cQYXrrh4iVS2ODr32ywyIg_F.png,9.655291395217938,65.23767700028131,4.000000,0.035473,1.31,84.24
D://360 google/dashcam_illumination/train/cQYXrrh4iVS2ODr32ywyIg_B.png,-170.34470860478208,61.60767700028126,4.000000,0.035473,-2.32,93.61
D://360 google/dashcam_illumination/train/cQzQ8MHGWVUlzSU7JPBNwQ_F.png,-171.46427593532883,56.9675437528363,3.500000,0.036827,2.35,68.47
D://360 google/dashcam_illumination/train/cQzQ8MHGWVUlzSU7JPBNwQ_B.png,8.535724064671175,57.19754375283632,3.500000,0.036827,2.58,75.87
D://360 google/dashcam_illumination/train/CR-oL-ZMUg0ZFB6JLVYU9A_F.png,-11.324728026930025,49.77803777483987,3.000000,0.037557,9.88,85.42
D://360 google/dashcam_illumination/train/CR-oL-ZMUg0ZFB6JLVYU9A_B.png,168.67527197306998,43.00803777483988,3.000000,0.037557,3.11,98.45
D://360 google/dashcam_illumination/train/CR0kmKOSSCV-l0phYd0r5g_F.png,-24.505109997937648,89.12980668657431,4.000000,0.030927,1.34,68.39
D://360 google/dashcam_illumination/train/CR0kmKOSSCV-l0phYd0r5g_B.png,155.49489000206236,77.83980668657324,4.000000,0.030927,-9.95,64.43
D://360 google/dashcam_illumination/train/Cr1g8OWHEEJjDzIvrHfZuA_F.png,6.074291516537613,60.385206724392525,3.500000,0.050075,-0.05,94.24
D://360 google/dashcam_illumination/train/Cr1g8OWHEEJjDzIvrHfZuA_B.png,-173.92570848346242,51.69520672439253,3.500000,0.050075,-8.74,84.02
D://360 google/dashcam_illumination/train/CR2bFepgaw1b8J9Ial6lkA_F.png,108.84316418160765,61.693592452312366,5.500000,0.024152,-3.67,80.0
D://360 google/dashcam_illumination/train/CR2bFepgaw1b8J9Ial6lkA_B.png,-71.15683581839235,71.27359245231236,5.500000,0.024152,5.91,96.55
D://360 google/dashcam_illumination/train/Cr8scLXhVCn0Kvu2eSxavg_F.png,-104.99029626152613,42.22902061725778,3.000000,0.035377,2.36,94.22
D://360 google/dashcam_illumination/train/Cr8scLXhVCn0Kvu2eSxavg_B.png,75.00970373847387,48.1390206172578,3.000000,0.035377,8.27,90.37
D://360 google/dashcam_illumination/train/cr8TFUpgagY_kWzhIojwjw_F.png,-176.74681322495093,74.52313960652234,4.000000,0.031898,-8.36,63.41
D://360 google/dashcam_illumination/train/cr8TFUpgagY_kWzhIojwjw_B.png,3.2531867750490675,76.72313960652232,4.000000,0.031898,-6.16,76.9
D://360 google/dashcam_illumination/train/cRd1_7qGjVL1cqw0wuPivA_F.png,-102.30954449717746,63.29162023327671,4.000000,0.034153,0.38,77.32
D://360 google/dashcam_illumination/train/cRd1_7qGjVL1cqw0wuPivA_B.png,77.69045550282254,53.721620233276724,4.000000,0.034153,-9.19,78.56
D://360 google/dashcam_illumination/train/cRiQvqLqg-S1qcb6tjfBZA_F.png,-4.468615257916869,59.78419521865779,4.500000,0.026719,-5.1,70.66
D://360 google/dashcam_illumination/train/cRiQvqLqg-S1qcb6tjfBZA_B.png,175.53138474208313,61.774195218657766,4.500000,0.026719,-3.11,76.97
D://360 google/dashcam_illumination/train/CRKGdgeZ2TTEcZY23TONGQ_F.png,157.41240740582083,53.82898502377101,4.500000,0.031490,1.16,97.85
D://360 google/dashcam_illumination/train/CRKGdgeZ2TTEcZY23TONGQ_B.png,-22.587592594179203,44.70898502377101,4.500000,0.031490,-7.96,71.45
D://360 google/dashcam_illumination/train/cRmOrbULQwLqEwFUT7PVjw_F.png,-167.47811973237174,60.015921575438774,3.500000,0.041554,1.98,72.23
D://360 google/dashcam_illumination/train/cRmOrbULQwLqEwFUT7PVjw_B.png,12.521880267628273,59.4959215754388,3.500000,0.041554,1.46,90.83
D://360 google/dashcam_illumination/train/croGCs6oz-6hd5JQHHSDQA_F.png,168.60461748769166,64.42735351313975,3.500000,0.038496,8.92,82.64
D://360 google/dashcam_illumination/train/croGCs6oz-6hd5JQHHSDQA_B.png,-11.395382512308379,57.277353513139765,3.500000,0.038496,1.77,80.09
D://360 google/dashcam_illumination/train/CrPXNyI2T1u_rRh8_ab_xw_F.png,-89.83682633871902,80.6263935368872,3.500000,0.034467,4.27,98.31
D://360 google/dashcam_illumination/train/CrPXNyI2T1u_rRh8_ab_xw_B.png,90.16317366128098,74.5563935368872,3.500000,0.034467,-1.8,61.21
D://360 google/dashcam_illumination/train/CRQlsWUVS8GbM-G2V4C8_Q_F.png,-19.257854755647674,62.74599339260213,4.500000,0.027281,6.45,88.01
D://360 google/dashcam_illumination/train/CRQlsWUVS8GbM-G2V4C8_Q_B.png,160.74214524435234,50.38599339260212,4.500000,0.027281,-5.91,90.31
D://360 google/dashcam_illumination/train/cRSe3aF8vgngfk5jV3W5Ug_F.png,170.23931371827695,56.19577629691272,4.500000,0.034981,4.36,87.14
D://360 google/dashcam_illumination/train/cRSe3aF8vgngfk5jV3W5Ug_B.png,-9.76068628172306,49.07577629691272,4.500000,0.034981,-2.76,77.22
D://360 google/dashcam_illumination/train/CRv--HkilZHfDmCEfgOZBg_F.png,164.15259998650978,88.06259461833668,3.500000,0.036873,5.06,65.36
D://360 google/dashcam_illumination/train/CRv--HkilZHfDmCEfgOZBg_B.png,164.1525999865097,88.86740538166336,3.500000,0.036873,8.13,72.68
D://360 google/dashcam_illumination/train/cS0EfSLmzgoungbocNHeYg_F.png,-120.81831585936882,44.56724427588832,4.000000,0.030416,-7.39,87.72
D://360 google/dashcam_illumination/train/cS0EfSLmzgoungbocNHeYg_B.png,59.18168414063119,48.39724427588831,4.000000,0.030416,-3.56,84.93
D://360 google/dashcam_illumination/train/Cs5bB4H1cOnZknRzKOr5yQ_F.png,32.50194121228408,34.230930877013336,3.500000,0.030950,-3.72,95.06
D://360 google/dashcam_illumination/train/Cs5bB4H1cOnZknRzKOr5yQ_B.png,-147.49805878771593,44.51093087701334,3.500000,0.030950,6.56,63.0
D://360 google/dashcam_illumination/train/cS8ceBPG6p5khcSYTAz--Q_F.png,-2.3658082546709784,43.84637573245688,3.500000,0.032564,-2.2,84.44
D://360 google/dashcam_illumination/train/cS8ceBPG6p5khcSYTAz--Q_B.png,177.63419174532902,40.68637573245688,3.500000,0.032564,-5.36,76.89
D://360 google/dashcam_illumination/train/cSC6Nmq-ZQ9yZBadb9QX6A_F.png,2.99095475513907,79.24381732702346,4.000000,0.028612,-8.58,77.15
D://360 google/dashcam_illumination/train/cSC6Nmq-ZQ9yZBadb9QX6A_B.png,2.9909547551389,89.26618267297573,4.000000,0.028612,2.91,86.39
D://360 google/dashcam_illumination/train/CSfZJDNMzz11kfGxXMlVoQ_F.png,152.14543302565593,70.18541963506544,4.500000,0.028823,-4.25,90.43
D://360 google/dashcam_illumination/train/CSfZJDNMzz11kfGxXMlVoQ_B.png,-27.854566974344102,71.56541963506545,4.500000,0.028823,-2.87,67.24
D://360 google/dashcam_illumination/train/CsIe7hLb-WzEHeaSCv49bA_F.png,17.502723436332754,73.7210812987679,4.500000,0.034804,4.24,88.97
D://360 google/dashcam_illumination/train/CsIe7hLb-WzEHeaSCv49bA_B.png,-162.49727656366724,77.88108129876787,4.500000,0.034804,8.4,80.62
D://360 google/dashcam_illumination/train/CSKDLL1bosyM82ORKz-kPA_F.png,-0.7243273100725922,60.82594763855696,3.000000,0.060118,0.1,84.93
D://360 google/dashcam_illumination/train/CSKDLL1bosyM82ORKz-kPA_B.png,179.2756726899274,63.295947638556974,3.000000,0.060118,2.57,73.66
D://360 google/dashcam_illumination/train/CSkGGS-qYL18ZeUNxiiucg_F.png,-10.515993627405575,65.29456390764365,4.500000,0.032677,-3.93,88.88
D://360 google/dashcam_illumination/train/CSkGGS-qYL18ZeUNxiiucg_B.png,169.48400637259442,78.8645639076436,4.500000,0.032677,9.64,86.03
D://360 google/dashcam_illumination/train/CSM8Z1pJZI8CxafPJDhfBg_F.png,-110.13314873394016,63.13378016630853,4.500000,0.030348,4.05,89.54
D://360 google/dashcam_illumination/train/CSM8Z1pJZI8CxafPJDhfBg_B.png,69.86685126605984,59.94378016630853,4.500000,0.030348,0.86,95.58
D://360 google/dashcam_illumination/train/CsonFzDSn1VlLhoeoL8XVg_F.png,157.22468756705285,36.848461757584,4.000000,0.029272,-9.84,67.71
D://360 google/dashcam_illumination/train/CsonFzDSn1VlLhoeoL8XVg_B.png,-22.775312432947157,42.37846175758399,4.000000,0.029272,-4.31,66.73
D://360 google/dashcam_illumination/train/CsQZk4P8q1F43VdfFfqSHw_F.png,47.160079077006785,64.38344963194953,4.500000,0.030642,-7.65,62.07
D://360 google/dashcam_illumination/train/CsQZk4P8q1F43VdfFfqSHw_B.png,-132.83992092299323,81.5434496319495,4.500000,0.030642,9.51,66.28
D://360 google/dashcam_illumination/train/CSsOQKRk13pyhsRNzn3Vxw_F.png,68.44359080001828,84.96563112150369,4.000000,0.029403,1.76,91.11
D://360 google/dashcam_illumination/train/CSsOQKRk13pyhsRNzn3Vxw_B.png,-111.55640919998173,77.83563112150371,4.000000,0.029403,-5.37,76.97
D://360 google/dashcam_illumination/train/CsUv_WynGdaw6j1N316bag_F.png,-87.70018869324761,58.875853042125726,5.000000,0.032122,4.42,96.26
D://360 google/dashcam_illumination/train/CsUv_WynGdaw6j1N316bag_B.png,92.29981130675239,51.46585304212572,5.000000,0.032122,-2.99,84.8
D://360 google/dashcam_illumination/train/csuWj6tM20NGVMUGVj5mcw_F.png,31.448617200278967,48.129437038853695,3.000000,0.036877,1.85,74.2
D://360 google/dashcam_illumination/train/csuWj6tM20NGVMUGVj5mcw_B.png,-148.55138279972104,41.93943703885369,3.000000,0.036877,-4.34,63.83
D://360 google/dashcam_illumination/train/cSVMHgYwJ3azzrPGspISVw_F.png,147.95881116597977,43.989157691078795,3.500000,0.034876,1.14,67.69
D://360 google/dashcam_illumination/train/cSVMHgYwJ3azzrPGspISVw_B.png,-32.041188834020254,46.769157691078796,3.500000,0.034876,3.92,86.72
D://360 google/dashcam_illumination/train/csZGBnL4QOAo6LDErhFGVA_F.png,-14.93743757583068,30.442955885486565,3.000000,0.033750,-9.43,80.12
D://360 google/dashcam_illumination/train/csZGBnL4QOAo6LDErhFGVA_B.png,165.06256242416933,33.11295588548657,3.000000,0.033750,-6.76,87.21
D://360 google/dashcam_illumination/train/Cs_ERNq_xvn9gbJaeFQ_dw_F.png,167.3029096657571,39.99640773981877,3.000000,0.035702,-4.39,98.8
D://360 google/dashcam_illumination/train/Cs_ERNq_xvn9gbJaeFQ_dw_B.png,-12.697090334242901,38.266407739818774,3.000000,0.035702,-6.12,73.3
D://360 google/dashcam_illumination/train/cT--lB5ZgnAJQ8sFJH5J1Q_F.png,33.05867340033164,50.51619364334626,4.000000,0.049235,3.01,91.52
D://360 google/dashcam_illumination/train/cT--lB5ZgnAJQ8sFJH5J1Q_B.png,-146.94132659966837,53.38619364334626,4.000000,0.049235,5.88,96.21
D://360 google/dashcam_illumination/train/CT3IWPoBpiBF28rOWT_PKw_F.png,113.496143589463,58.07789527114938,4.500000,0.029004,1.77,75.7
D://360 google/dashcam_illumination/train/CT3IWPoBpiBF28rOWT_PKw_B.png,-66.50385641053701,55.38789527114939,4.500000,0.029004,-0.92,65.72
D://360 google/dashcam_illumination/train/CtcnEzlbCKmlwUqJ23o1fQ_F.png,-4.5343378286442455,59.39484060769522,4.500000,0.027967,4.91,89.47
D://360 google/dashcam_illumination/train/CtcnEzlbCKmlwUqJ23o1fQ_B.png,175.46566217135577,56.54484060769524,4.500000,0.027967,2.06,81.85
D://360 google/dashcam_illumination/train/cTd2ompaOU52BSGxgfq3Gw_F.png,-14.256067821349342,51.39079811591991,3.000000,0.045430,4.23,95.12
D://360 google/dashcam_illumination/train/cTd2ompaOU52BSGxgfq3Gw_B.png,165.74393217865065,46.88079811591993,3.000000,0.045430,-0.28,67.35
D://360 google/dashcam_illumination/train/CTEk5mwQmdHbxHbikxL7fg_F.png,63.20803048787936,68.54138089827241,4.500000,0.027875,-0.46,64.79
D://360 google/dashcam_illumination/train/CTEk5mwQmdHbxHbikxL7fg_B.png,-116.79196951212066,73.15138089827242,4.500000,0.027875,4.15,70.88
D://360 google/dashcam_illumination/train/CtFSJXkuzr0nOIrLYWTX8w_F.png,-160.34161997753665,43.74210101690738,2.500000,0.044929,4.03,66.74
D://360 google/dashcam_illumination/train/CtFSJXkuzr0nOIrLYWTX8w_B.png,19.658380022463348,47.74210101690738,2.500000,0.044929,8.03,74.81
D://360 google/dashcam_illumination/train/cTh2pjBw8skfM5w-BxbrTQ_F.png,167.4541512591852,59.60474865793761,3.500000,0.043697,8.4,61.74
D://360 google/dashcam_illumination/train/cTh2pjBw8skfM5w-BxbrTQ_B.png,-12.545848740814815,48.2047486579376,3.500000,0.043697,-3.0,95.11
D://360 google/dashcam_illumination/train/CTILb4qaMIrYE1FD6G5DKw_F.png,153.69250160180397,55.59376121595226,4.000000,0.030901,1.7,69.89
D://360 google/dashcam_illumination/train/CTILb4qaMIrYE1FD6G5DKw_B.png,-26.307498398196046,46.44376121595225,4.000000,0.030901,-7.45,93.87
D://360 google/dashcam_illumination/train/CtkZcrLFD2oAcIiopmq69g_F.png,111.47677512101637,85.26119574199181,4.000000,0.030142,0.63,79.01
D://360 google/dashcam_illumination/train/CtkZcrLFD2oAcIiopmq69g_B.png,-68.52322487898365,88.8511957419921,4.000000,0.030142,4.22,70.05
D://360 google/dashcam_illumination/train/ctMlU2rZ4rIgxoeY8Rey6A_F.png,-125.25741637254734,60.66869923319424,4.000000,0.038366,-9.98,67.47
D://360 google/dashcam_illumination/train/ctMlU2rZ4rIgxoeY8Rey6A_B.png,54.74258362745267,75.37869923319421,4.000000,0.038366,4.73,68.33
D://360 google/dashcam_illumination/train/cTnEcqM233z-aK6stFFZhg_F.png,-91.8475617376609,44.72728440828205,4.000000,0.034442,-4.69,91.4
D://360 google/dashcam_illumination/train/cTnEcqM233z-aK6stFFZhg_B.png,88.1524382623391,54.76728440828205,4.000000,0.034442,5.35,95.19
D://360 google/dashcam_illumination/train/cTO8UQWOginoP212Kmgyhw_F.png,-106.20995575519902,76.94200789302351,3.000000,0.035122,-4.0,73.67
D://360 google/dashcam_illumination/train/cTO8UQWOginoP212Kmgyhw_B.png,73.790044244801,84.89200789302349,3.000000,0.035122,3.95,72.49
D://360 google/dashcam_illumination/train/Ctrs_XgsT81viIBqwe9mtg_F.png,-59.39319914014594,59.95351639970699,3.500000,0.051545,-4.71,89.87
D://360 google/dashcam_illumination/train/Ctrs_XgsT81viIBqwe9mtg_B.png,120.60680085985408,70.063516399707,3.500000,0.051545,5.4,69.39
D://360 google/dashcam_illumination/train/cTtUEkElmSA3LEmpyWPf9A_F.png,-96.65337513637185,87.30713884582057,4.000000,0.029425,9.54,66.6
D://360 google/dashcam_illumination/train/cTtUEkElmSA3LEmpyWPf9A_B.png,-96.65337513637182,87.02286115417945,4.000000,0.029425,3.87,93.91
D://360 google/dashcam_illumination/train/CtUpPZl3IKKBU0wcakUGHw_F.png,-33.76265464834109,61.766835565201156,3.500000,0.042734,-6.74,97.45
D://360 google/dashcam_illumination/train/CtUpPZl3IKKBU0wcakUGHw_B.png,146.23734535165892,65.34683556520113,3.500000,0.042734,-3.16,72.71
D://360 google/dashcam_illumination/train/Cu0vD9R1n24us5tsQnu4qA_F.png,15.37565394149456,79.00077734492919,4.500000,0.026530,4.93,88.9
D://360 google/dashcam_illumination/train/Cu0vD9R1n24us5tsQnu4qA_B.png,-164.62434605850547,67.03077734492913,4.500000,0.026530,-7.04,74.15
D://360 google/dashcam_illumination/train/cu6hlTy3xGtvSvL7bvNxFg_F.png,134.49923188141767,49.93104685840313,4.000000,0.037092,-3.64,67.07
D://360 google/dashcam_illumination/train/cu6hlTy3xGtvSvL7bvNxFg_B.png,-45.500768118582336,46.60104685840312,4.000000,0.037092,-6.97,95.69
D://360 google/dashcam_illumination/train/cu8ms_3ab8ullwzIAosBXA_F.png,0.7525400896030914,50.06604961256669,3.000000,0.034641,8.16,99.6
D://360 google/dashcam_illumination/train/cu8ms_3ab8ullwzIAosBXA_B.png,-179.24745991039694,40.35604961256668,3.000000,0.034641,-1.55,85.56
D://360 google/dashcam_illumination/train/CUbk7c1THBrcvEvrXFAsoQ_F.png,16.352472887043326,60.87814218972107,4.500000,0.031131,1.55,62.15
D://360 google/dashcam_illumination/train/CUbk7c1THBrcvEvrXFAsoQ_B.png,-163.64752711295668,67.54814218972105,4.500000,0.031131,8.22,64.59
D://360 google/dashcam_illumination/train/cUDrJdNtnayg_DV7icIqVw_F.png,-170.93312757985782,71.10005933832628,3.500000,0.045256,-2.45,70.66
D://360 google/dashcam_illumination/train/cUDrJdNtnayg_DV7icIqVw_B.png,9.066872420142186,79.22005933832621,3.500000,0.045256,5.67,86.66
D://360 google/dashcam_illumination/train/CuoiroMYhAzj4UsxkcNEVQ_F.png,-49.15886437645996,65.04155685273156,4.000000,0.031959,8.55,81.34
D://360 google/dashcam_illumination/train/CuoiroMYhAzj4UsxkcNEVQ_B.png,130.84113562354003,63.36155685273158,4.000000,0.031959,6.87,64.97
D://360 google/dashcam_illumination/train/cuwLhtOYmI38KRnymmy3AQ_F.png,-19.18003845178267,31.68465133244783,3.000000,0.038245,-9.66,76.88
D://360 google/dashcam_illumination/train/cuwLhtOYmI38KRnymmy3AQ_B.png,160.81996154821732,37.04465133244783,3.000000,0.038245,-4.3,71.11
D://360 google/dashcam_illumination/train/CVPP3m-E4pHiH--pULZA7w_F.png,34.971642040759285,78.48447944170417,4.000000,0.030327,-8.97,94.04
D://360 google/dashcam_illumination/train/CVPP3m-E4pHiH--pULZA7w_B.png,-145.0283579592407,86.12447944170422,4.000000,0.030327,-1.33,82.61
D://360 google/dashcam_illumination/train/cVSC4mxeJo8rdUNozqle6A_F.png,-31.294994996653962,55.78441321375715,4.500000,0.028102,0.81,60.51
D://360 google/dashcam_illumination/train/cVSC4mxeJo8rdUNozqle6A_B.png,148.70500500334606,61.61441321375716,4.500000,0.028102,6.64,68.83
D://360 google/dashcam_illumination/train/cVvOMrqyyxYJNcg0WxTOvw_F.png,-53.3258818165682,64.19898013787841,4.000000,0.040395,9.89,78.69
D://360 google/dashcam_illumination/train/cVvOMrqyyxYJNcg0WxTOvw_B.png,126.67411818343182,51.36898013787839,4.000000,0.040395,-2.94,75.17
